feiern	to celebrate	Wir feiern heute meinen Geburtstag.	Today we are celebrating my birthday.
fehlen	to be absent	Herr Müller ist nicht da, er fehlt schon seit drei Tagen.	Mr Müller is not here, he’s been absent for three days.
fehlen	to be missing	Was fehlt Ihnen?	What are you missing?
der Fehler, –	mistake	Diesen Fehler mache ich immer.	I always make this mistake.
fernsehen	to watch TV	Wollen wir heute Abend mal fernsehen?	Shall we watch TV this evening?
fertig	finished / ready / done	Bist du fertig?	Are you done?
fertig	finished / ready / done	Ist mein Auto schon fertig?	Is my car already finished?
das Feuer	fire / lighter	Haben Sie Feuer?	Do you have a light?
das Fieber	fever	Mein Mann hat noch immer Fieber.	My husband still has a fever.
der Film, -e	film	Ich möchte gern diesen Film sehen.	I would like to see this film.
finden	to find	Wir müssen den Schlüssel finden.	We must find the key.
die Firma	company	Er arbeitet jetzt bei einer anderen Firma.	He works for another company now.
der Fisch, -e	fish	Ich esse gern Fisch. Fleisch mag ich nicht.	I like to eat fish. I don’t like meat.
die Flasche, -n	bottle	Eine Flasche Bier, bitte.	A bottle of beer, please.
das Fleisch	meat	Fleisch mag ich nicht.	I don’t like meat.
fliegen	to fly	Ich fliege nicht gern. Deshalb fahre ich mit dem Zug.	I don’t like to fly. That's why I travel by train.
abfliegen	to depart (by air)	Wann fliegst du ab?	When do you depart?
der Abflug	(flight) departure	Der Abflug ist um 11.20 Uhr.	Departure is at 11:20 am.
der Flughafen	airport	Kannst du mich zum Flughafen bringen?	Can you take me to the airport?
das Flugzeug	aeroplane	Das Flugzeug aus Berlin kommt heute später an.	The plane from Berlin will arrive later today.
das Formular, -e	form	Sie müssen dieses Formular ausfüllen.	You must fill out this form.
das Foto, -s	photograph	Darf ich ein Foto machen?	May I take a photo?
fragen	to ask	Er möchte Sie etwas fragen. Wann kommen Sie?	He wants to ask you something. When are you coming?
die Frage, -n	question	Ich habe eine Frage.	I have a question.
die Frau	Ms	Das ist Frau Becker.	That is Ms Becker.
die Frau	woman	Die Frau da drüben ist Eva Schmitt.	The woman over there is Eva Schmitt.
die Frauen	women	Hier arbeiten mehr Frauen als Männer.	More women work here than men.
frei	free	Ist der Platz noch frei?	Is this seat still free?
die Freizeit	free time	In meiner Freizeit spiele ich oft Fußball.	I often play football in my free time.
fremd	foreign	Das weiß ich nicht, ich bin fremd hier.	I don’t know, I’m not from here.
(sich) freuen	to look forward	Ich freue mich auf den Urlaub.	I’m looking forward to the holiday.
der Freund, -e	friend	Das ist ein Freund von mir.	That is a friend of mine.
die Freundin	friend / girlfriend	Das ist meine Freundin.	That is my friend/girlfriend.
früher	earlier / in the past	Früher waren wir oft zusammen im Kino.	In the past we often went to the cinema together.
frühstücken	to have breakfast	Am Sonntag frühstücke ich gern im Bett.	On Sunday I like to have breakfast in bed.
das Frühstück	breakfast	Möchtest du ein Ei zum Frühstück?	Would you like an egg for breakfast?
die Führung	tour	Die Führung durch das Haus beginnt in 3 Minuten.	The tour of the house begins in 3 minutes.
für	for	Das ist für Sie.	That's for you.
für	for	Das ist der Schlüssel für die Haustür.	That's the key for the front door.
für	for	Das ist das Brot für morgen.	That's the bread for tomorrow.
der Fuß, -ü, e	foot	Der linke Fuß tut mir weh.	My left foot hurts.
der Fußball	football	Spielt ihr gerne Fußball?	Do you like playing football?
der Garten	garden	Wir haben leider keinen Garten.	Unfortunately we don't have a garden.
der Gast, -ä, e	guest	Am Wochenende haben wir mehrere Gäste.	At the weekend we have several guests.
geben	to give	Kannst du mir bitte deinen Kugelschreiber geben?	Can you give me your pen, please?
es gibt	there is/are	Es gibt keine Karten mehr.	There are no more tickets.
geboren	born	Ich bin in Zagreb geboren.	I was born in Zagreb.
das Geburtsjahr	birth year	Das Geburtsjahr Ihres Sohnes, bitte?	Your son's year of birth, please?
der Geburtsort	birthplace	Bitte schreiben Sie Ihren Geburtsort auf das Formular.	Please write your birthplace on the form.
der Geburtstag	birthday	Herzlichen Glückwunsch zum Geburtstag!	Best wishes on your birthday!
gefallen	to like	Das gefällt mir.	I like that.
gegen	into	Fahr nicht gegen den Baum!	Don’t drive into the tree!
gegen	against	Ich bin gegen diese Lösung.	I am against this solution.
gegen	against	Wer spielt gegen wen?	Who is playing against whom?
gehen	to work/function	Ich weiß nicht, wie das geht.	I don’t know how it works./I don't know how to do that.
gehen	to go	Wie geht's?	How is it going?
gehen	to go	Jetzt muss ich (aber) leider gehen.	Unfortunately I need to go now.
gehen	to go	Ich muss zum Arzt gehen.	I need to go to the doctor.
gehen	to be okay	Das geht nicht!	That’s not okay!
gehören	to belong	Wem gehört das?	To whom does that belong?
das Geld	money	Hast du noch Geld?	Do you still have money?
das Gemüse	vegetables	Gemüse brauchen wir auch noch.	We also need vegetables.
das Gepäck	luggage	Wollen Sie Ihr Gepäck mitnehmen?	Do you want to take your luggage with you?
gerade	now	Da kommt er ja gerade.	There he comes now.
geradeaus	straight on	Gehen Sie immer geradeaus!	Keep going straight on!
gern(e)	…	Ich gehe gerne einkaufen.	I like to go shopping.
das Geschäft, -e	shop	Die Geschäfte schließen um 18.30 Uhr.	The shops close at 6:30 pm.
das Geschenk, -e	present	Danke für das schöne Geschenk.	Thank you for the beautiful present.
die Geschwister (pl.)	sibling	Ich habe leider keine Geschwister.	Unfortunately I have no siblings.
das Gespräch, -e	conversation/talk/call	Das Gespräch mit Frau Kunz ist um 14 Uhr.	The conversation with Ms Kunz is at 2 pm.
gestern	yesterday	Gestern war ich krank.	Yesterday I was ill.
gestorben	died	Meine Frau ist gestern gestorben.	My wife died yesterday.
das Getränk, -e	drink	Mein Lieblingsgetränk ist Tomatensaft.	My favourite drink is tomato juice.
das Gewicht	weight	Bei „Gewicht“ schreibst du: 62 Kilo.	For “weight”, write 62 kg.
gewinnen	to win	Wer gewinnt das Spiel?	Who is winning the game?
das Glas, -ä, er	glass	Bitte noch ein Glas Wein!	Another glass of wine, please!
das Glas, -ä, er	glasses	Wir brauchen noch drei Gläser.	We need three more glasses.
glauben	to believe	Sie können mir glauben, es ist so.	You can believe me, it’s true.
glauben	to think	Ich glaube, er kommt gleich.	I think he’ll be here in a moment.
gleich	same	Das ist mir gleich.	It’s all the same to me.
gleich	same	Das ist der gleiche Preis.	That is the same price.
gleich	now	Ich komme gleich.	I’ll be right there.
das Gleis, -e	platform	Der ICE nach Berlin hält heute an Gleis 12.	The ICE to Berlin is stopping on platform 12 today.
das Glück	luck	Viel Glück!	Good luck!
glücklich	happily	Meine Kinder sind glücklich verheiratet.	My children are happily married.
der Glückwunsch	congratulations	Herzlichen Glückwunsch zum Geburtstag.	Best wishes on your birthday!
Grad (Celsius)	degrees	Heute haben wir dreißig Grad.	Today it is thirty degrees.
gratulieren	to congratulate	Ich gratuliere dir!	I congratulate you!
grillen	to (have a) barbecue	Heute grillen wir im Garten.	Today we are having a barbecue in the garden.
groß	tall	Mein Bruder und ich sind gleich groß.	My brother and I are the same height.
groß	large	Frankfurt ist eine große Stadt.	Frankfurt is a large town.
die Größe	size	Haben Sie das auch in Größe 40?	Do you also have that in size 40?
die Großeltern (pl.)	grandparents	Meine Großeltern leben in Japan.	My grandparents live in Japan.
die Großmutter	grandmother	Meine Großmutter heißt Eva.	My grandmother is called Eva.
der Großvater	grandfather	Mein Großvater ist schon 80.	My grandfather is already 80.
die Gruppe, -n	group	Die erste Gruppe beginnt um 16 Uhr.	The first group begins at 4 pm.
der Gruß, -ü, e	regards	Viele Grüße an Ihre Frau.	Give my regards to your wife.
der Gruß, -ü, e	regards	Mit freundlichen Grüßen	Kind regards.
gültig	valid	Der Pass ist nicht mehr gültig.	The passport is no longer valid.
günstig	cheap	Dort gibt es günstige Angebote.	There are cheap offers there.
gut	good	Das finde ich gut.	I think that’s good.
gut	good	Ich komme um 13 Uhr. / Gut!	I will arrive at 1 pm. / Good!
gut	good	Guten Morgen!	Good morning!
gut	…	Ein gutes neues Jahr!	Happy new year!
gut	…	Guten Appetit!	Bon appetit!
das Haar, -e	hair	Sie hat lange Haare.	She has long hair.
haben	to have	Ich habe ein neues Auto.	I have a new car.
das Hähnchen, -	chicken	Ein Hähnchen mit Pommes bitte!	Chicken with chips, please!
die Halbpension	board (dining)	Möchten Sie Vollpension oder Halbpension?	Would you like full or half-board?
die Halle	hall	Wir treffen uns in Halle B.	We will meet in hall B.
hallo	hello	Hallo Inge! Wie geht’s?	Hello Inge! How’s it going?
halten	to stop	Dieser Zug hält nicht in Rüdesheim.	This train does not stop in Rüdesheim.
die Haltestelle	(public transport) stop	An der nächsten Haltestelle müssen Sie aussteigen.	At the next stop you must alight.
die Hand, -ä, e	hand	Er gibt mir die Hand.	He gives me his hand.
das Handy, -s	mobile telephone	In der Schule bitte die Handys ausmachen!	Please turn off your mobile phones in school!
das Haus, -ä, er	house / building	In welchem Haus wohnst du?	Which house do you live in?
das Haus, -ä, er	home	Ich gehe jetzt nach Hause.	I’m going home now.
das Haus, -ä, er	home	Paul ist nicht zu Hause.	Paul is not home.
die Hausaufgabe,-n	homework	Kannst du mir bei den Hausaufgaben helfen?	Can you help me with the homework?
die Hausfrau, -en/	housewife	Die Hausfrau wäscht, kocht und kauft ein.	The housewife washes, cooks, and goes shopping.
der Hausmann	househusband	Der Hausmann wäscht, kocht und kauft ein.	The househusband washes, cooks, and goes shopping.
die Heimat	home	Ich komme aus der Schweiz. Das ist meine Heimat.	I come from Switzerland. It’s my home.
heiraten	to marry	Meine Schwester heiratet einen Japaner.	My sister is marrying a Japanese man.
heißen	to be called	Ich heiße Charlotte Meier.	I’m called Charlotte Meier.
heißen	to be called	Wie heißt das auf Deutsch?	What’s that called in German?
helfen	to help	Können Sie mir helfen, bitte?	Can you help me, please?
hell	light	Im Sommer ist es bis 21 Uhr hell.	In summer it is light until 9 pm.
der Herd	stove	In der neuen Küche fehlt noch der Herd.	The stove is still missing from the new kitchen.
der Herr, -en	Mister	Guten Tag, Herr Sommer!	Good day, Mr Sommer!
herzlich	…	Herzlichen Glückwunsch!	Congratulations!
heute	today	Heute ist ein schöner Tag.	Today is a beautiful day.
hier	here	Hier ist 06131-553221, Pamela Linke.	This is 06131-553221, Pamela Linke.
hier	here	Hier wohne ich.	I live here.
die Hilfe	help	Hilfe! Bitte helfen Sie mir!	Help! Please help me!
die Hilfe	help	Brauchen Sie meine Hilfe?	Do you need my help?
hinten	at/in the back	Die Tür zum Aussteigen ist hinten.	The exit door is at the back.
das Hobby, -s	hobby	Meine Hobbys sind Wandern und Schwimmen.	My hobbies are hiking and swimming.
hoch	high	Der Mount Everest ist 8.880 Meter hoch.	Mount Everest is 8,880 metres high.
die Hochzeit	marriage	Zur dieser Hochzeit kommen mehr als fünfzig Gäste.	More than fifty guests are coming to this wedding.
holen	to fetch	Ich hole zwei Flaschen Wasser aus der Küche.	I’m fetching two bottles of water from the kitchen.
hören	to listen	Hör mal! Was ist das?	Listen! What is that?
hören	to hear	Ich habe das Lied schon mal gehört.	I have already heard that song.
das Hotel, -s	hotel	Im Urlaub sind wir in einem Hotel am Meer.	On holiday we are in a hotel by the sea.
der Hund, -e	dog	Der Hund ist noch jung.	The dog is still young.
der Hunger	hunger	Ich habe Hunger! Wann ist das Essen fertig?	I’m hungry! When will the food be ready?
ich	I	Ich heiße Veronika.	I’m called Veronika.
ihm/ihr	him/her	Gib ihm/ihr bitte das Buch.	Please give the book to him/her.
ihn	him	Ruf ihn bitte an.	Call him, please.
immer	always	Frau Bast kommt immer zu spät.	Ms Bast is always late.
in	in	Ich wohne in Wiesbaden.	I live in Wiesbaden.
in	in	Der Zug kommt in fünf Minuten.	The train comes in five minutes.
in	in	Frau Rausch arbeitet in einem Geschäft.	Ms Rausch works in a shop.
in	to	Komm, wir gehen ins Kino.	Come on, we’re going to the cinema.
die Information, -en	information point	Wenn Sie Fragen haben, gehen Sie zur Information.	If you have questions, go to the information point.
die Information, -en	information	Wir haben hier wichtige Informationen für Sie.	We have important information for you.
international	international	Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China ...	Our German course is international: Silvana comes from Italy, Conchi from Spain, Yin from China, …
das Internet	internet	Das findest du im Internet.	You will find that on the internet.
ja	yes	Sind Sie Herr Watanabe? / Ja.	Are you Mr Watanabe? / Yes.
die Jacke, -n	jacket	Zieh dir eine Jacke an. Es ist kalt.	Put your jacket on. It’s cold.
jed-	every	Blumen kannst du in jedem Bahnhof kaufen.	You can buy flowers at every station.
jetzt	now	Jetzt machen wir eine Pause.	Now we will take a break.
der Job, -s	job	Jenny hat einen neuen Job bei der Post.	Jenny has a new job at the post office.
der Jugendliche, -n	youth/young person	Viele Jugendliche kaufen gern ein.	Many youths like shopping.
jung	young	Claudia ist 21. / Was? Noch so jung?	Claudia is 21. / What? Still so young?
der Junge, -n	boy	Ich habe zwei Kinder. Einen Jungen und ein Mädchen.	I have two children. One boy and one girl.
der Kaffee	coffee	Zum Frühstück trinke ich immer Kaffee.	For breakfast I always drink coffee.
kaputt	…	Das Glas war teuer. Es geht sehr leicht kaputt.	The glass was expensive. It will break very easily.
kaputt	broken	Das Glas ist kaputt.	The glass is broken.
die Karte, -n	card	Ich schreibe meinen Bekannten eine Karte aus dem Urlaub.	I’ll write my acquaintances a card from holiday.
die Karte, -n	card	Wollen wir Karten spielen?	Shall we play cards?
die Karte, -n	menu	Ich möchte auch etwas essen. Bringen Sie mir die Karte, bitte.	I also want to eat something. Please bring me the menu.
(Kredit)-Karte, -n	(credit) card	Kann ich auch mit Karte (be-) zahlen?	Can I also pay by card?
die Kartoffel, -n	potato	Für Pommes frites braucht man Kartoffeln.	For chips you need potatoes.
die Kasse	till	Zahlen Sie bitte an der Kasse.	Please pay at the till.
kaufen	to buy	Tim kauft sich ein neues Auto.	Tim buys himself a new car.
kein	no/none	Es gibt keine Eintrittskarten mehr.	There are no more tickets.
kennen	to know	Kennen Sie diese Frau? / Nein, leider nicht.	Do you know this woman? / No, unfortunately not.
